,Five_grams,Frequency
306,"('QT_QTC', 'RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VNF')",27
307,"('N_NN', 'QT_QTF', 'N_NN', 'V_VM_VF', 'RD_PUNC')",27
308,"('N_NN', 'RP_INTF', 'N_NN', 'V_VM_VF', 'RD_PUNC')",27
309,"('N_NN', 'PSP', 'N_NN', 'N_NN', 'V_VM_VF')",27
310,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",27
311,"('QT_QTC', 'N_NN', 'N_NN', 'QT_QTC', 'N_NN')",27
312,"('N_NN', 'V_VM_VNF', 'N_NN', 'PSP', 'N_NN')",27
313,"('N_NN', 'N_NN', 'N_NN', 'RD_PUNC', 'RD_PUNC')",27
314,"('N_NN', 'RD_PUNC', 'N_NN', 'PR_PRP', 'N_NN')",27
315,"('N_NNP', 'RD_PUNC', 'N_NNP', 'RD_PUNC', 'QT_QTC')",27
316,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",26
317,"('N_NN', 'V_VM_VINF', 'N_NN', 'RD_PUNC', 'N_NN')",26
318,"('N_NN', 'N_NN', 'N_NN', 'V_VM_VNF', 'RB')",26
319,"('N_NNP', 'N_NNP', 'N_NN', 'N_NN', 'N_NN')",26
320,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NN', 'RB')",26
321,"('RD_PUNC', 'PR_PRP', 'N_NN', 'N_NN', 'V_VM_VNF')",26
322,"('DM_DMR', 'N_NN', 'N_NN', 'V_VM_VF', 'RD_PUNC')",26
323,"('N_NN', 'V_VM_VNF', 'N_NN', 'N_NN', 'PSP')",26
324,"('N_NN', 'N_NN', 'N_NN', 'N_NNP', 'RD_PUNC')",26
325,"('N_NN', 'RD_PUNC', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",26
326,"('PR_PRP', 'N_NN', 'RD_PUNC', 'N_NN', 'RD_PUNC')",26
327,"('RD_PUNC', 'RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VNF')",26
328,"('RD_PUNC', 'PR_PRP', 'N_NN', 'N_NN', 'RD_PUNC')",26
329,"('QT_QTC', 'QT_QTC', 'QT_QTC', 'QT_QTC', 'QT_QTC')",26
330,"('N_NNP', 'N_NN', 'N_NN', 'RD_PUNC', 'N_NN')",25
331,"('RD_PUNC', 'N_NN', 'JJ', 'N_NN', 'N_NN')",25
332,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NN', 'QT_QTC')",25
333,"('N_NN', 'V_VM_VNF', 'V_VM_VINF', 'N_NN', 'N_NN')",25
334,"('QT_QTC', 'RD_PUNC', 'QT_QTC', 'N_NN', 'N_NN')",25
335,"('N_NN', 'V_VM_VINF', 'N_NN', 'N_NN', 'V_VM_VF')",25
336,"('N_NN', 'V_VM_VNF', 'N_NN', 'PR_PRP', 'N_NN')",25
337,"('N_NN', 'N_NN', 'RD_PUNC', 'N_NN', 'RB')",25
338,"('N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VINF', 'N_NN')",25
339,"('RD_PUNC', 'N_NN', 'N_NN', 'N_NN', 'PSP')",25
340,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'PSP')",25
341,"('N_NN', 'PR_PRP', 'N_NN', 'N_NN', 'V_VM_VNF')",25
342,"('RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",25
343,"('N_NN', 'N_NN', 'N_NNP', 'N_NN', 'N_NN')",25
344,"('N_NN', 'RD_PUNC', 'QT_QTC', 'RD_PUNC', 'N_NN')",25
345,"('N_NN', 'N_NN', 'PSP', 'N_NN', 'RD_PUNC')",25
346,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'N_NN', 'V_VM_VNF')",25
347,"('N_NN', 'QT_QTC', 'RD_SYM', 'N_NN', 'RD_SYM')",25
348,"('N_NN', 'QT_QTC', 'N_NN', 'V_VM_VNF', 'N_NN')",24
349,"('N_NN', 'N_NN', 'V_VM_VINF', 'N_NN', 'V_VM_VNF')",24
350,"('RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VINF', 'N_NN')",24
351,"('PSP', 'N_NN', 'N_NN', 'V_VM_VNF', 'N_NN')",24
352,"('QT_QTF', 'N_NN', 'N_NN', 'V_VM_VF', 'RD_PUNC')",24
353,"('N_NN', 'PSP', 'N_NN', 'V_VM_VNF', 'N_NN')",24
354,"('N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VM_VF')",24
355,"('RD_PUNC', 'N_NN', 'N_NN', 'N_NN', 'RB')",24
356,"('N_NN', 'RD_PUNC', 'N_NN', 'RB', 'V_VM_VNF')",24
357,"('N_NN', 'N_NN', 'RD_PUNC', 'CC_CCD', 'N_NN')",24
358,"('N_NN', 'QT_QTC', 'N_NN', 'N_NN', 'V_VM_VF')",24
359,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'PR_PRP')",24
360,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NNP', 'N_NN')",24
361,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'CC_CCD', 'N_NN')",24
362,"('N_NN', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",24
363,"('QT_QTC', 'N_NN', 'RD_PUNC', 'N_NN', 'N_NN')",24
364,"('RD_PUNC', 'RD_PUNC', 'RD_PUNC', 'RD_PUNC', 'N_NN')",24
365,"('N_NN', 'N_NN', 'QT_QTF', 'N_NN', 'N_NN')",23
366,"('V_VM_VNF', 'N_NN', 'JJ', 'N_NN', 'N_NN')",23
367,"('N_NN', 'RD_PUNC', 'N_NN', 'V_VM_VINF', 'N_NN')",23
368,"('RD_PUNC', 'N_NN', 'V_VM_VINF', 'N_NN', 'N_NN')",23
369,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'RB')",23
370,"('V_VM_VNF', 'N_NN', 'N_NN', 'N_NN', 'PSP')",23
371,"('N_NN', 'V_VM_VNF', 'N_NN', 'N_NN', 'RB')",23
372,"('V_VM_VINF', 'N_NN', 'N_NN', 'N_NN', 'RD_PUNC')",23
373,"('N_NN', 'N_NN', 'V_VM_VNF', 'PR_PRP', 'V_VM_VNF')",23
374,"('N_NN', 'RD_PUNC', 'QT_QTC', 'N_NN', 'N_NN')",23
375,"('RD_SYM', 'QT_QTC', 'RD_SYM', 'N_NN', 'N_NN')",23
376,"('N_NN', 'RB', 'N_NN', 'V_VM_VNF', 'N_NN')",23
377,"('N_NN', 'JJ', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",23
378,"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'V_VM_VF', 'RD_PUNC')",23
379,"('N_NNP', 'N_NN', 'N_NN', 'N_NN', 'RD_PUNC')",23
380,"('N_NN', 'QT_QTC', 'N_NN', 'N_NN', 'RD_PUNC')",23
381,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",23
382,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",23
383,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'N_NN', 'RD_PUNC')",23
384,"('RD_SYM', 'QT_QTC', 'RD_SYM', 'QT_QTC', 'N_NN')",23
385,"('N_NN', 'N_NN', 'RD_PUNC', 'QT_QTC', 'N_NN')",22
386,"('N_NN', 'QT_QTC', 'RD_PUNC', 'N_NN', 'N_NN')",22
387,"('PR_PRP', 'N_NN', 'RB', 'V_VM_VF', 'RD_PUNC')",22
388,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'V_VM_VNF', 'N_NN')",22
389,"('N_NN', 'RB', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",22
390,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'N_NN', 'JJ')",22
391,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'V_VM_VF', 'RD_PUNC')",22
392,"('RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VF', 'RD_PUNC')",22
393,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",22
394,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",22
395,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNF')",22
396,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'PR_PRP', 'N_NN')",22
397,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",22
398,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",22
399,"('N_NN', 'PR_PRP', 'N_NN', 'N_NN', 'RD_PUNC')",22
400,"('RD_PUNC', 'RD_PUNC', 'N_NN', 'N_NN', 'RD_PUNC')",22
401,"('RD_PUNC', 'RD_PUNC', 'PR_PRP', 'N_NN', 'N_NN')",22
402,"('V_VM_VNF', 'N_NN', 'N_NN', 'PR_PRP', 'N_NN')",21
403,"('V_VM_VINF', 'N_NN', 'RB', 'V_VM_VF', 'RD_PUNC')",21
404,"('N_NN', 'N_NN', 'V_VM_VNF', 'DM_DMR', 'N_NN')",21
405,"('N_NN', 'N_NN', 'RD_PUNC', 'N_NN', 'QT_QTC')",21
406,"('N_NN', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VNG')",21
407,"('N_NN', 'N_NN', 'QT_QTC', 'N_NN', 'V_VM_VNF')",21
408,"('N_NN', 'N_NN', 'N_NN', 'N_NN', 'CC_CCD')",21
409,"('N_NN', 'N_NN', 'N_NN', 'N_NN', 'N_NNP')",21
410,"('DM_DMR', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VNF')",21
411,"('N_NN', 'N_NN', 'V_VM_VNF', 'RB', 'V_VM_VNF')",21
412,"('N_NN', 'N_NN', 'QT_QTC', 'N_NN', 'V_VM_VF')",21
413,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'N_NN', 'V_VM_VNF')",21
414,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'JJ', 'N_NN')",21
415,"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",21
416,"('JJ', 'N_NN', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",21
417,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'PR_PRP', 'N_NN')",21
418,"('V_VM_VNF', 'JJ', 'N_NN', 'V_VM_VF', 'RD_PUNC')",21
419,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NNP', 'N_NN')",21
420,"('PR_PRP', 'V_VM_VNF', 'N_NN', 'V_VM_VF', 'RD_PUNC')",21
421,"('N_NNP', 'RD_PUNC', 'N_NN', 'V_VM_VF', 'RD_PUNC')",21
422,"('N_NNP', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VNF')",21
423,"('RD_PUNC', 'N_NN', 'N_NN', 'N_NN', 'N_NNP')",21
424,"('RD_PUNC', 'N_NN', 'PR_PRP', 'N_NN', 'N_NN')",21
425,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'N_NN')",21
426,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VNF')",21
427,"('V_VM_VINF', 'N_NN', 'N_NN', 'V_VM_VNF', 'N_NN')",20
428,"('V_VM_VNF', 'N_NN', 'N_NN', 'N_NN', 'RB')",20
429,"('N_NN', 'N_NN', 'N_NN', 'RP_RPD', 'N_NN')",20
430,"('N_NN', 'N_NN', 'V_VM_VNG', 'RD_PUNC', 'N_NN')",20
431,"('RD_PUNC', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VINF')",20
432,"('N_NN', 'V_VM_VINF', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",20
433,"('N_NN', 'N_NN', 'N_NN', 'V_VM_VNF', 'JJ')",20
434,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'N_NN', 'N_NN')",20
435,"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",20
436,"('N_NN', 'PR_PRP', 'N_NN', 'RD_PUNC', 'N_NN')",20
437,"('N_NN', 'V_VM_VNF', 'N_NN', 'RB', 'V_VM_VF')",20
438,"('N_NN', 'V_VM_VINF', 'N_NN', 'V_VM_VNF', 'N_NN')",20
439,"('QT_QTF', 'N_NN', 'N_NN', 'N_NN', 'N_NN')",20
440,"('RD_PUNC', 'N_NNP', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",20
441,"('N_NN', 'N_NN', 'PR_PRP', 'N_NN', 'RD_PUNC')",20
442,"('QT_QTC', 'N_NN', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",20
443,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'JJ')",20
444,"('N_NST', 'N_NN', 'N_NN', 'V_VM_VNF', 'N_NN')",20
445,"('V_VM_VNF', 'N_NN', 'QT_QTC', 'N_NN', 'N_NN')",20
446,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'N_NNP', 'N_NN')",20
447,"('N_NN', 'N_NN', 'RD_PUNC', 'N_NN', 'PSP')",20
448,"('N_NNP', 'N_NN', 'RD_PUNC', 'N_NN', 'RD_PUNC')",20
449,"('N_NN', 'RD_PUNC', 'N_NN', 'RD_PUNC', 'RD_PUNC')",20
450,"('N_NN', 'QT_QTC', 'N_NN', 'N_NN', 'QT_QTC')",20
451,"('JJ', 'N_NN', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",20
452,"('N_NNP', 'RD_PUNC', 'N_NNP', 'N_NN', 'N_NN')",20
453,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NN', 'PSP')",20
454,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'PR_PRP')",20
455,"('N_NN', 'N_NN', 'N_NN', 'N_NST', 'V_VM_VNF')",20
456,"('V_VM_VNF', 'V_VM_VNF', 'N_NN', 'N_NN', 'V_VM_VNF')",20
457,"('PR_PRP', 'N_NN', 'RD_PUNC', 'N_NN', 'N_NN')",20
458,"('N_NNP', 'RD_PUNC', 'RD_PUNC', 'N_NN', 'N_NN')",20
459,"('N_NN', 'DM_DMD', 'N_NN', 'V_VM_VF', 'RD_PUNC')",19
460,"('N_NN', 'N_NN', 'V_VM_VNF', 'V_VM_VINF', 'N_NN')",19
461,"('V_VM_VNF', 'JJ', 'N_NN', 'N_NN', 'N_NN')",19
462,"('N_NN', 'N_NN', 'N_NN', 'V_VM_VNF', 'DM_DMD')",19
463,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NN', 'JJ')",19
464,"('QT_QTC', 'N_NN', 'V_VM_VNF', 'N_NN', 'N_NN')",19
465,"('N_NN', 'N_NN', 'RP_RPD', 'N_NN', 'V_VM_VNF')",19
466,"('PR_PRP', 'V_VM_VNF', 'N_NN', 'N_NN', 'N_NN')",19
467,"('N_NN', 'JJ', 'N_NN', 'RD_PUNC', 'N_NN')",19
468,"('N_NN', 'N_NN', 'QT_QTC', 'RD_PUNC', 'N_NN')",19
469,"('V_VM_VNF', 'RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VF')",19
470,"('N_NN', 'N_NN', 'N_NST', 'N_NN', 'V_VM_VNF')",19
471,"('N_NN', 'RP_RPD', 'N_NN', 'N_NN', 'N_NN')",19
472,"('N_NN', 'RD_PUNC', 'N_NNP', 'RD_PUNC', 'QT_QTC')",19
473,"('PR_PRP', 'N_NN', 'N_NN', 'PR_PRP', 'N_NN')",19
474,"('RD_PUNC', 'RD_PUNC', 'N_NN', 'V_VM_VNF', 'N_NN')",19
475,"('PSP', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VF')",19
476,"('V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'N_NN')",19
477,"('RD_PUNC', 'N_NNP', 'RD_PUNC', 'CC_CCD', 'N_NN')",19
478,"('RD_PUNC', 'CC_CCD', 'N_NN', 'V_VM_VF', 'RD_PUNC')",19
479,"('N_NNP', 'N_NNP', 'N_NN', 'V_VM_VF', 'RD_PUNC')",19
480,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'V_VM_VF')",19
481,"('N_NN', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NNP')",19
482,"('RD_PUNC', 'N_NNP', 'N_NN', 'N_NN', 'RD_PUNC')",19
483,"('N_NN', 'N_NN', 'N_NN', 'PR_PRP', 'V_VM_VNF')",19
484,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'N_NN', 'PR_PRP')",19
485,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'N_NN', 'QT_QTC')",19
486,"('RD_SYM', 'N_NN', 'RD_SYM', 'QT_QTC', 'N_NN')",19
487,"('N_NN', 'RD_PUNC', 'N_NN', 'QT_QTC', 'RD_PUNC')",19
488,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'N_NN')",19
489,"('N_NN', 'V_VM_VNF', 'N_NN', 'N_NN', 'PR_PRP')",18
490,"('PR_PRP', 'N_NN', 'V_VM_VINF', 'N_NN', 'N_NN')",18
491,"('N_NN', 'RD_SYM', 'N_NN', 'N_NN', 'RD_SYM')",18
492,"('N_NN', 'N_NN', 'RP_RPD', 'PR_PRP', 'N_NN')",18
493,"('RP_RPD', 'N_NN', 'N_NN', 'V_VM_VF', 'RD_PUNC')",18
494,"('N_NN', 'N_NN', 'V_VM_VNG', 'V_VM_VF', 'RD_PUNC')",18
495,"('N_NN', 'RB', 'V_VM_VINF', 'N_NN', 'N_NN')",18
496,"('RD_PUNC', 'N_NNP', 'N_NN', 'V_VM_VF', 'RD_PUNC')",18
497,"('N_NN', 'N_NN', 'N_NNP', 'RD_PUNC', 'N_NN')",18
498,"('N_NN', 'RD_PUNC', 'CC_CCD', 'N_NN', 'N_NN')",18
499,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'V_VM_VNF')",18
500,"('RD_PUNC', 'N_NNP', 'N_NNP', 'RD_PUNC', 'N_NN')",18
501,"('N_NN', 'RD_PUNC', 'N_NN', 'RB', 'N_NN')",18
502,"('N_NN', 'PSP', 'N_NN', 'V_VM_VINF', 'N_NN')",18
503,"('PR_PRP', 'PR_PRP', 'N_NN', 'V_VM_VF', 'RD_PUNC')",18
504,"('N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VNF', 'PR_PRP')",18
505,"('N_NN', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'RD_PUNC')",18
506,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VINF')",18
507,"('N_NN', 'N_NN', 'N_NST', 'V_VM_VNF', 'N_NN')",18
508,"('RD_PUNC', 'N_NN', 'N_NN', 'PR_PRP', 'N_NN')",18
509,"('V_VM_VNF', 'N_NN', 'N_NN', 'V_VM_VNF', 'V_VM_VNF')",18
510,"('N_NN', 'RB', 'V_VM_VNF', 'N_NN', 'V_VM_VNF')",18
511,"('V_VM_VNF', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",18
512,"('RD_PUNC', 'N_NN', 'N_NN', 'N_NNP', 'RD_PUNC')",18
513,"('QT_QTC', 'RD_SYM', 'QT_QTC', 'RD_SYM', 'N_NN')",18
514,"('N_NN', 'N_NN', 'PSP', 'N_NN', 'V_VM_VF')",17
515,"('PR_PRP', 'N_NN', 'N_NN', 'JJ', 'N_NN')",17
516,"('JJ', 'N_NN', 'N_NN', 'JJ', 'N_NN')",17
517,"('V_VM_VINF', 'N_NN', 'RD_PUNC', 'N_NN', 'N_NN')",17
518,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'V_VM_VINF')",17
519,"('N_NN', 'RD_PUNC', 'N_NN', 'RB', 'V_VM_VF')",17
520,"('V_VM_VNF', 'DM_DMD', 'N_NN', 'N_NN', 'N_NN')",17
521,"('N_NN', 'QT_QTC', 'N_NN', 'QT_QTC', 'N_NN')",17
522,"('RB', 'V_VM_VINF', 'N_NN', 'N_NN', 'N_NN')",17
523,"('N_NN', 'N_NN', 'RB', 'V_VM_VINF', 'N_NN')",17
524,"('N_NN', 'RD_PUNC', 'N_NN', 'N_NN', 'RP_RPD')",17
525,"('N_NN', 'N_NN', 'PSP', 'JJ', 'N_NN')",17
526,"('QT_QTC', 'N_NN', 'QT_QTC', 'N_NN', 'N_NN')",17
527,"('RD_PUNC', 'N_NN', 'V_VM_VNF', 'V_VM_VF', 'RD_PUNC')",17
528,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",17
529,"('N_NN', 'N_NN', 'N_NN', 'RD_PUNC', 'CC_CCD')",17
530,"('N_NN', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'DM_DMD')",17
531,"('RB', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'N_NN')",17
532,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",17
533,"('N_NN', 'DM_DMR', 'N_NN', 'V_VM_VF', 'RD_PUNC')",17
534,"('N_NN', 'N_NN', 'N_NN', 'V_VM_VNF', 'QT_QTC')",17
535,"('N_NN', 'V_VM_VNF', 'DM_DMR', 'N_NN', 'N_NN')",17
536,"('RD_PUNC', 'N_NN', 'N_NN', 'N_NN', 'QT_QTC')",17
537,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'JJ', 'N_NN')",17
538,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NN', 'N_NST')",17
539,"('N_NNP', 'N_NN', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",17
540,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'V_VM_VF', 'RD_PUNC')",17
541,"('JJ', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'N_NN')",17
542,"('RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'N_NN')",17
543,"('QT_QTC', 'RD_PUNC', 'N_NN', 'RD_PUNC', 'RD_PUNC')",17
544,"('V_VM_VNF', 'RD_PUNC', 'N_NNP', 'RD_PUNC', 'N_NN')",17
545,"('RD_SYM', 'N_NN', 'RD_SYM', 'N_NN', 'RD_PUNC')",17
546,"('N_NN', 'RB', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",17
547,"('N_NN', 'V_VM_VNF', 'PR_PRP', 'V_VM_VNF', 'N_NN')",17
548,"('RD_PUNC', 'RD_PUNC', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",17
549,"('DM_DMD', 'N_NN', 'N_NN', 'RD_PUNC', 'N_NN')",17
550,"('N_NN', 'N_NN', 'RD_PUNC', 'N_NNP', 'N_NNP')",17
551,"('N_NN', 'PSP', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",17
552,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",17
553,"('N_NN', 'RD_PUNC', 'N_NN', 'RD_PUNC', 'CC_CCD')",17
554,"('N_NN', 'RD_PUNC', 'V_VM_VNF', 'N_NN', 'N_NN')",17
555,"('N_NN', 'RD_PUNC', 'N_NN', 'QT_QTC', 'RD_SYM')",17
556,"('RB', 'N_NN', 'N_NN', 'V_VM_VNF', 'N_NN')",16
557,"('N_NN', 'V_VM_VNG', 'RD_PUNC', 'N_NN', 'N_NN')",16
558,"('N_NN', 'N_NN', 'N_NN', 'PSP', 'V_VM_VF')",16
559,"('PR_PRP', 'N_NN', 'JJ', 'N_NN', 'N_NN')",16
560,"('N_NN', 'N_NN', 'V_VM_VINF', 'N_NN', 'V_VM_VF')",16
561,"('N_NN', 'PSP', 'JJ', 'N_NN', 'N_NN')",16
562,"('QT_QTC', 'N_NN', 'JJ', 'N_NN', 'N_NN')",16
563,"('N_NN', 'CC_CCD', 'N_NN', 'N_NN', 'RD_PUNC')",16
564,"('N_NN', 'N_NN', 'RD_PUNC', 'N_NN', 'JJ')",16
565,"('N_NN', 'JJ', 'N_NN', 'N_NN', 'RB')",16
566,"('JJ', 'N_NN', 'N_NN', 'V_VM_VINF', 'N_NN')",16
567,"('N_NN', 'DM_DMR', 'N_NN', 'N_NN', 'N_NN')",16
568,"('N_NN', 'N_NN', 'V_VM_VINF', 'PR_PRP', 'N_NN')",16
569,"('N_NN', 'N_NN', 'V_VM_VNF', 'N_NST', 'N_NN')",16
570,"('N_NN', 'N_NN', 'N_NN', 'DM_DMR', 'N_NN')",16
571,"('V_VM_VINF', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VF')",16
572,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC')",16
573,"('N_NN', 'RB', 'N_NN', 'N_NN', 'V_VM_VF')",16
574,"('N_NN', 'CC_CCD', 'N_NN', 'N_NN', 'V_VM_VF')",16
575,"('N_NN', 'QT_QTF', 'N_NN', 'N_NN', 'N_NN')",16
576,"('N_NN', 'N_NN', 'QT_QTC', 'RD_PUNC', 'QT_QTC')",16
577,"('RD_PUNC', 'DM_DMD', 'N_NN', 'N_NN', 'N_NN')",16
578,"('N_NN', 'RD_PUNC', 'RD_PUNC', 'N_NNP', 'RD_PUNC')",16
579,"('DM_DMD', 'N_NN', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",16
580,"('N_NN', 'N_NNP', 'N_NN', 'V_VM_VF', 'RD_PUNC')",16
581,"('N_NN', 'RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VNF')",16
582,"('N_NNP', 'N_NN', 'N_NN', 'N_NN', 'V_VM_VF')",16
583,"('V_VM_VNF', 'N_NN', 'PR_PRP', 'N_NN', 'N_NN')",16
584,"('RD_PUNC', 'N_NN', 'RB', 'V_VM_VNF', 'RD_PUNC')",16
585,"('N_NN', 'DM_DMD', 'N_NN', 'N_NN', 'V_VM_VNF')",16
586,"('V_VM_VNF', 'QT_QTC', 'N_NN', 'N_NN', 'N_NN')",16
587,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF', 'N_NN')",16
588,"('PR_PRP', 'PR_PRP', 'N_NN', 'N_NN', 'V_VM_VNF')",16
589,"('RD_PUNC', 'CC_CCD', 'N_NN', 'N_NN', 'N_NN')",16
590,"('PR_PRP', 'N_NN', 'RD_PUNC', 'PR_PRP', 'N_NN')",16
591,"('N_NN', 'N_NN', 'RD_PUNC', 'RD_PUNC', 'QT_QTC')",16
592,"('RD_PUNC', 'DM_DMD', 'N_NN', 'N_NN', 'V_VM_VNF')",16
593,"('N_NNP', 'RD_PUNC', 'QT_QTC', 'RD_PUNC', 'N_NN')",16
594,"('RB', 'V_VM_VNF', 'N_NN', 'V_VM_VNF', 'N_NN')",16
595,"('N_NN', 'V_VM_VNF', 'N_NN', 'QT_QTC', 'RD_PUNC')",16
596,"('N_NN', 'QT_QTC', 'RD_PUNC', 'QT_QTC', 'N_NN')",16
597,"('QT_QTC', 'N_NN', 'N_NN', 'N_NN', 'QT_QTC')",16
598,"('N_NN', 'QT_QTC', 'N_NN', 'RD_PUNC', 'N_NNP')",16
599,"('RD_PUNC', 'N_NN', 'V_VM_VNG', 'RD_PUNC', 'N_NN')",15
600,"('RD_SYM', 'N_NN', 'N_NN', 'RD_SYM', 'N_NN')",15
601,"('N_NN', 'N_NN', 'N_NN', 'QT_QTC', 'PSP')",15
602,"('N_NST', 'N_NN', 'V_VM_VNF', 'N_NN', 'N_NN')",15
603,"('N_NN', 'PSP', 'V_VM_VNF', 'V_VAUX', 'RD_PUNC')",15
604,"('N_NN', 'V_VM_VNF', 'N_NN', 'V_VM_VNF', 'V_VAUX')",15
605,"('N_NN', 'N_NN', 'N_NN', 'N_NN', 'DM_DMQ')",15
606,"('N_NN', 'PSP', 'N_NN', 'V_VM_VNF', 'RD_PUNC')",15
